label,source,text,normalized_text,cleaned_text,tokens,stemmed_tokens
1,translated,المعارضة بغات اردوغان فالفوزط الرئاسي ,المعارضه بغات اردوغان فالفوزط الرئاسي ,المعارضه بغات اردوغان فالفوزط الرئاسي,"['ال+معارضه', 'ب+غات', 'اردوغان', 'ف+ال+فوزط', 'ال+رئاسي']","['معارض', 'غات', 'اردوغان', 'فوزط', 'رئاسي']"
1,manual,لفكرة تع زراعة اعضاء تع متبرعين حيين خرجت من فرانسا,لفكره تع زراعه اعضاء تع متبرعين حيين خرجت من فرانسا,لفكره زراعه اعضاء متبرعين حيين خرجت فرانسا,"['ل+فكر+ه', 'زراع+ه', 'أعضاء', 'متبرع+ين', 'حي+ين', 'خرج+ت', 'فرانس+ا']","['فكر', 'تع', 'زراع', 'أعضاء', 'تع', 'متبرع', 'حي', 'خرج', 'من', 'فرانس']"
1,translated,زعيم تتار القرم ما تحبسش بسبت انه كان يحرض فاحتجاجات مناهضة لروسيا,زعيم تتار القرم ما تحبسش بسبت انه كان يحرض فاحتجاجات مناهضه لروسيا,زعيم تتار القرم تحبسش بسبت انه يحرض فاحتجاجات مناهضه لروسيا,"['زعيم', 'تتار', 'ال+قرم', 'تحبسش', 'ب+سبت', 'ان+ه', 'يحرض', 'ف+احتجاج+ات', 'مناهض+ه', 'ل+روسيا']","['زعيم', 'تتار', 'قرم', 'ما', 'تحبسش', 'سب', 'ان', 'كان', 'حرض', 'احتجاج', 'مناهض', 'روسيا']"
1,translated,يوليو: إيرادات قناة السويس تنخفض,يوليو: ايرادات قناه السويس تنخفض,يوليو: ايرادات قناه السويس تنخفض,"['يوليو', ':', 'إيراد+ات', 'قنا+ه', 'ال+سويس', 'تنخفض']","['يوليو', ':', 'إيراد', 'قنا', 'سويس', 'انخفض']"
0,translated,كيفاش بدات المظاهرات فالأردن؟,كيفاش بدات المظاهرات فالاردن؟,بدات المظاهرات فالاردن؟,"['بدأ+ت', 'ال+مظاهر+ات', 'ف+ال+اردن', '؟']","['كيفاش', 'بدأ', 'مظاهرة', 'اردن', '؟']"
0,manual, النظام تع النقد الذهبي حبس فعام 1971, النظام تع النقد الذهبي حبس فعام 1971,النظام النقد الذهبي حبس فعام 1971,"['ال+نظام', 'ال+نقد', 'ال+ذهبي', 'حبس', 'ف+عام', '1971']","['نظام', 'تع', 'نقد', 'ذهبي', 'حبس', 'عام', '1971']"
0,translated,كاين  حالة اختفاء قسري فالعراق وثقاتها هيومن رايتس ووتش,كاين  حاله اختفاء قسري فالعراق وثقاتها هيومن رايتس ووتش,حاله اختفاء قسري فالعراق وثقاتها هيومن رايتس ووتش,"['حال+ه', 'اختفاء', 'قسري', 'ف+ال+عراق', 'وثق+ات+ها', 'هيومن', 'رايتس', 'ووتش']","['كاين', 'حال', 'اختفاء', 'قسري', 'عراق', 'وثق', 'هيومن', 'رايتس', 'ووتش']"
1,paraphrased,هدوء الأوضاعبيناتغزة وإسرائيل,هدوء الاوضاعبيناتغزه واسرائيل,هدوء الاوضاعبيناتغزه واسرائيل,"['هدوء', 'ال+اوضاعبيناتغزه', 'و+إسرائيل']","['هدوء', 'اوضاعبيناتغزه', 'إسرائيل']"
0,youtube,شكرا لك على هذا الفيديو ماشاء الله على بلادي لجزاير اطلب منكم ان كان ممكنا ترجمة الفيديوا الى الإنجليزية,شكرا لك علي هذا الفيديو ماشاء الله علي بلادي لجزاير اطلب منكم ان كان ممكنا ترجمه الفيديوا الي الانجليزيه,شكرا علي الفيديو ماشاء الله علي بلادي لجزاير اطلب منكم ان ممكنا ترجمه الفيديوا الانجليزيه,"['شكر+ا', 'علي', 'ال+فيديو', 'ماشاء', 'الله', 'علي', 'بلاد+ي', 'ل+جزاير', 'أطلب', 'من+كم', 'ان', 'ممكن+ا', 'ترجم+ه', 'ال+فيديوا', 'ال+انجليزيه']","['شكر', 'ل', 'علي', 'هذا', 'فيديو', 'ماشاء', 'الله', 'علي', 'بلد', 'جزاير', 'أطلب', 'من', 'ان', 'كان', 'ممكن', 'ترجم', 'فيديوا', 'الي', 'انجليزيه']"
0,translated,فاللقاء تاع ترامب مع ماليزيا ، راه يسعى رئيس الوزراء باش يدير الفضيحة  تاع وان إم دي بي وراه,فاللقاء تاع ترامب مع ماليزيا ، راه يسعي رئيس الوزراء باش يدير الفضيحه  تاع وان ام دي بي وراه,فاللقاء ترامب ماليزيا ، يسعي رئيس الوزراء يدير الفضيحه وان ام دي وراه,"['ف+ال+لقاء', 'ترامب', 'ماليزيا', '،', 'يسعي', 'رئيس', 'ال+وزراء', 'يدير', 'ال+فضيحه', 'وان', 'ام', 'دي', 'ورا+ه']","['لقاء', 'تاع', 'ترامب', 'مع', 'ماليزيا', '،', 'را', 'يسعي', 'رئيس', 'وزير', 'باش', 'أدار', 'فضيحه', 'تاع', 'وان', 'ام', 'دي', 'بي', 'ورى']"
1,translated,برلين راهي تأكد على حرب تجارية قريبة مع الماريكان,برلين راهي تاكد علي حرب تجاريه قريبه مع الماريكان,برلين راهي تاكد علي حرب تجاريه قريبه الماريكان,"['برلين', 'راهي', 'تأكد', 'علي', 'حرب', 'تجاري+ه', 'قريب+ه', 'ال+ماريكان']","['برلين', 'راهي', 'تأكد', 'علي', 'حرب', 'تجاري', 'قريب', 'مع', 'ماريكان']"
1,manual,الوكالات السياحية ولاو يركزو على المهرجانات اكتر,الوكالات السياحيه ولاو يركزو علي المهرجانات اكتر,الوكالات السياحيه ولاو يركزو علي المهرجانات اكتر,"['ال+وكال+ات', 'السياحي+ه', 'و+لاو', 'يركزو', 'علي', 'ال+مهرجان+ات', 'اكتر']","['وكالة', 'سياحي', 'لاوي', 'يركزو', 'علي', 'مهرجان', 'اكتر']"
0,paraphrased,أمريكا راه يتسناها ندم التاريخي إذا انسحبت من اتفاق إيران النووي,امريكا راه يتسناها ندم التاريخي اذا انسحبت من اتفاق ايران النووي,امريكا يتسناها ندم التاريخي اذا انسحبت اتفاق ايران النووي,"['أمريكا', 'يتسنا+ها', 'ندم', 'ال+تاريخي', 'اذ+ا', 'انسحب+ت', 'اتفاق', 'إيران', 'ال+نووي']","['أمريكا', 'را', 'يتسنا', 'ندم', 'تاريخي', 'اذ', 'انسحب', 'من', 'اتفاق', 'إيران', 'نووي']"
0,manual,لربيت واقف معاه ايتو والاتحادية كامل وضفر ماصرا ليه ودزاير ماطلعتش,لربيت واقف معاه ايتو والاتحاديه كامل وضفر ماصرا ليه ودزاير ماطلعتش,لربيت واقف ايتو والاتحاديه كامل وضفر ماصرا ليه ودزاير ماطلعتش,"['ل+ربي+ت', 'واقف', 'إيتو', 'و+ال+اتحاديه', 'كامل', 'و+ضفر', 'ماصر+ا', 'لي+ه', 'و+دزاير', 'ماطلعتش']","['رب', 'واقف', 'معا', 'إيتو', 'اتحاديه', 'كامل', 'ضفر', 'ماصر', 'لي', 'دزاير', 'ماطلعتش']"
1,youtube,تقدر تتبدل النتيجة تتأهل دزاير للمونديال,تقدر تتبدل النتيجه تتاهل دزاير للمونديال,تقدر تتبدل النتيجه تتاهل دزاير للمونديال,"['تقدر', 'تتبدل', 'ال+نتيجه', 'تتاهل', 'دزاير', 'ل+ال+مونديال']","['قدر', 'تبدل', 'نتيجه', 'تتاهل', 'دزاير', 'مونديال']"
0,youtube,كذاب رايس ماماتش ويبقى شوكة فعين كل خائن ,كذاب رايس ماماتش ويبقي شوكه فعين كل خائن ,كذاب رايس ماماتش ويبقي شوكه فعين خائن,"['كذاب', 'رايس', 'ماماتش', 'و+يبقي', 'شوك+ه', 'ف+عين', 'خائن']","['كذاب', 'رايس', 'ماماتش', 'أبقى', 'شوك', 'عين', 'كل', 'خائن']"
1,translated,أردوغان يعترف بالأزمة الاقتصادية لبلده,اردوغان يعترف بالازمه الاقتصاديه لبلده,اردوغان يعترف بالازمه الاقتصاديه لبلده,"['اردوغان', 'يعترف', 'ب+ال+ازمه', 'ال+اقتصاديه', 'ل+بلد+ه']","['اردوغان', 'اعترف', 'ازمه', 'اقتصاديه', 'بلد']"
1,translated,إعصار إيرما ما حومش بالقرب من جزر ليوارد NHC,اعصار ايرما ما حومش بالقرب من جزر ليوارد NHC,اعصار ايرما حومش بالقرب جزر ليوارد NHC,"['إعصار', 'ايرما', 'حومش', 'ب+ال+قرب', 'جزر', 'ل+يوارد', 'NHC']","['إعصار', 'ايرما', 'ما', 'حومش', 'قرب', 'من', 'جزر', 'يوارد', 'NHC']"
0,translated,زلزال العقوبات الأميركية طيح الأسهم والعملة الروسية,زلزال العقوبات الاميركيه طيح الاسهم والعمله الروسيه,زلزال العقوبات الاميركيه طيح الاسهم والعمله الروسيه,"['زلزال', 'ال+عقوب+ات', 'ال+اميركيه', 'طيح', 'ال+أسهم', 'و+ال+عمله', 'ال+روسيه']","['زلزال', 'عقوبة', 'اميركيه', 'طيح', 'سهم', 'عمل', 'روسيه']"
0,translated,بين الما والنار: إيران راها فعين العاصفة,بين الما والنار: ايران راها فعين العاصفه,الما والنار: ايران راها فعين العاصفه,"['ألم+ا', 'و+ال+نار', ':', 'إيران', 'را+ها', 'ف+عين', 'ال+عاصفه']","['بين', 'ألم', 'نار', ':', 'إيران', 'را', 'عين', 'عاصفه']"
0,manual,كيفاش راح تكون كاري فيشر لي ماتت فالفيلم الجاي تاع ستار وورز؟,كيفاش راح تكون كاري فيشر لي ماتت فالفيلم الجاي تاع ستار وورز؟,راح تكون كاري فيشر ماتت فالفيلم الجاي ستار وورز؟,"['راح', 'تكون', 'كاري', 'فيشر', 'مات+ت', 'ف+ال+فيلم', 'ال+جاي', 'ستار', 'و+ورز', '؟']","['كيفاش', 'راح', 'كان', 'كاري', 'فيشر', 'ل', 'مات', 'فيلم', 'جاي', 'تاع', 'ستار', 'ورز', '؟']"
1,manual,الصين عمرها ما دارت تنظيم النسل,الصين عمرها ما دارت تنظيم النسل,الصين عمرها دارت تنظيم النسل,"['ال+صين', 'عمر+ها', 'دار+ت', 'تنظيم', 'ال+نسل']","['صين', 'عمر', 'ما', 'دارى', 'تنظيم', 'نسل']"
0,youtube,رئيسنا سندعو له بلعافية ولمعاافاة ان شاء لله وسيرجع لى لجزائر سلما غانما,رئيسنا سندعو له بلعافيه ولمعاافاه ان شاء لله وسيرجع لي لجزائر سلما غانما,رئيسنا سندعو بلعافيه ولمعاافاه ان شاء لله وسيرجع لجزائر سلما غانما,"['رئيس+نا', 'س+ندعو', 'ب+لعافي+ه', 'ولمعاافاه', 'ان', 'شاء', 'ل+الله', 'و+س+يرجع', 'ل+جزائر', 'سلم+ا', 'غانم+ا']","['رئيس', 'دعا', 'ل', 'لعافي', 'ولمعاافاه', 'ان', 'شاء', 'الله', 'رجع', 'ل', 'جزائر', 'سلم', 'غانم']"
0,translated,أردوغان عزز سلطاتو التنفيذية بشحال من قرار جديدة,اردوغان عزز سلطاتو التنفيذيه بشحال من قرار جديده,اردوغان عزز سلطاتو التنفيذيه بشحال قرار جديده,"['اردوغان', 'عزز', 'سلطاتو', 'ال+تنفيذيه', 'بشحال', 'قرار', 'جديد+ه']","['اردوغان', 'عزز', 'سلطاتو', 'تنفيذيه', 'بشحال', 'من', 'قرار', 'جديد']"
1,translated,نزع علم قطر من على شعار مناورات درع الخليج  المقامة فالسعودية,نزع علم قطر من علي شعار مناورات درع الخليج  المقامه فالسعوديه,نزع علم قطر علي شعار مناورات درع الخليج المقامه فالسعوديه,"['نزع', 'علم', 'قطر', 'علي', 'شعار', 'مناور+ات', 'درع', 'ال+خليج', 'ال+مقامه', 'ف+ال+سعوديه']","['نزع', 'علم', 'قطر', 'من', 'علي', 'شعار', 'مناورة', 'درع', 'خليج', 'مقام', 'سعوديه']"
0,paraphrased,وتقول الفلبين بليبعض المتمردين علا استعداد للاستسلام مع تقدم القوات فماراوي,وتقول الفلبين بليبعض المتمردين علا استعداد للاستسلام مع تقدم القوات فماراوي,وتقول الفلبين بليبعض المتمردين علا استعداد للاستسلام تقدم القوات فماراوي,"['و+تقول', 'ال+فلبين', 'بليبعض', 'ال+متمرد+ين', 'علا', 'استعداد', 'ل+ال+استسلام', 'تقدم', 'ال+قو+ات', 'فماراوي']","['قال', 'فيليبين', 'بليبعض', 'متمرد', 'علا', 'استعداد', 'استسلام', 'مع', 'تقدم', 'قوة', 'فماراوي']"
0,manual,فشلت الجزائر فالتأهل إلى الدور الأول من كأس العالم,فشلت الجزائر فالتاهل الي الدور الاول من كاس العالم,فشلت الجزائر فالتاهل الدور الاول كاس العالم,"['فشل+ت', 'ال+جزائر', 'ف+ال+تاهل', 'ال+دور', 'ال+أول', 'كاس', 'ال+عالم']","['فشل', 'جزائر', 'تاهل', 'الي', 'دور', 'أول', 'من', 'كاس', 'عالم']"
