label,source,text
1,paraphrased,الزعيم تاع الفليبين قال مكانش كيفاه نديروا مع المتمردين الأمازيغ
1,translated,أوكرانيا تسقط التحقيق الضريبي لوزير المالية بوزارة المالية
0,manual, لقاو لجرثومة اللي تدير الهاب لمعدة فعام 1982
0,paraphrased,البحرية الأمريكية تنقل مدمرة معطوبة من سنغافورة إلى اليابان
0,translated,الماريكان تحذر من فرض عقوبات على أي دولة تجارية
1,paraphrased,الصين لا ما همهاش الاحتجاجات تاع الفيتنام على التدريبات فبحر الصين الجنوبي.
1,paraphrased,هجمات جوية جنوبي سوريا دون وقوع قتلى
0,youtube,فراسكم ان انشاء الله ربي يشفيه  و يعافيه و يرجع للبلاد
0,youtube,تبارك الله الجزاىر  بلاد القارة كلشي كاين  ولاصة تنسيك فبلاصة  الله يحفظكم من العين 
1,manual,افريقيا فيها تنوع حيواني قليل
1,paraphrased,شجع الرايس نتاع الإيراني شرطة الأخلاق على العنف
1,paraphrased,ماتوا تلاتة على الأقل فهجوم فمركز سياحي فلوس كابوس، مكسيكو
0,manual, السياح يحبو يديرو جولات بالطائرات الشراعية
0,paraphrased,ونسيت تقول انه اجتاح الكويت اقصد كورونا وليس جيش المغغور له صدام حسين 
1,translated,ما يلزمش الاتحاد العربي يفرض مزيدًا من العقوبات على مسؤول السياسة الخارجية لكوريا الجنوبية
0,translated,دافعت فنزويلا على سجلها الحقوقي فالماريكان وقالت بلي المعارضة رجعت لمسار سيادة القانون
1,manual,لاقتصاد تع لبرازيل ماشي ويطيح فلقرن لواحد وعشرين
1,translated,رومانيا ما ترسلش قوات ل تدريبات الحلفاء على الرغم من الفيتو البرلماني
0,paraphrased,لارميالسوري يقاتل لتأمين ممر إلى دير الزور
1,paraphrased,نظام عدالة السجون فنقطة الانهيار معا اشتداد حرب المخدرات فالفلبين
1,translated,الصين تحقق معا نائب رئيس هيئة تنظيم الأوراق المالية السابق علا جالت الكسب غير المشروع
0,paraphrased,وصول الهجرة الجماعية للروهينجا إلى بنغلاديش إلى  - المفوضية
1,paraphrased,السياحة الصينية فالإمارات تحقق نمواً ضئيلاً
0,translated,زعيم المعارضة الكينية راه يركز على الفساد فإعادة الانتخابات
1,manual,بزاف دزايريين يبغو السياحة فاثيوبيا
0,translated, المغني الأمريكي آر كيلي دار حفل غنائيا مع أنو احتجو عليه بسبة سلوكو الجنسي
0,translated,بغا الخضر  يبلع الليسطاسيون تاع التريسيتي  فألمانيا كثمن للتحالف
1,manual,بريطانيا نحات حظر ليليكتروميناجي من الرحلات الجوية وزارة القاهرة
1,manual,اشتباكات فروما حيث طردت الشرطة لاجئين الميدان
1,translated,إذا قال ترامب بليانتهاك إيران للاتفاق النووي ما يعنيش انسحاب الماريكان هايلي
1,manual,كاين غير شوي حدايق فتانزانيا
1,translated,بومبيو قالك العراق راها تلعب بمحكمة العدل الدولية 
1,manual,الاردن ندخل دراهم فمجال السياحة كثر من مصر
1,paraphrased,وزير الداخلية الإيطالي يلتقي رؤساء البلديات الليبيين علا جالت تهريب البشر
1,manual,جنود بلجيكيون يطلقون اماراحشار علا مهاجم بسكين فبروكسل
0,translated,مصر قالت استئناف المناورات العسكرية تاع الماريكان راهي حابسة
1,translated,رسوم تاع الحكومية فدبي طلعو
0,translated,الملياردير البرازيلي Joesley Batista سلم روحوا للابوليس
1,manual,روبرت ابيلا خسر فلنتخابات تع انغولا
0,manual,البترول طاحع مع راهم يطلعوا السطوكاج تاع أمريكا
1,paraphrased,القوة المفرطة ماراحش تحل أزمة روهينغيا فميانمار
1,translated,بريطانيا راهي تطالب ينحو المحققين فلي اتاك الكيماوية فسوريا
0,paraphrased,ما كفاية كورونا خمسة كده ونتكلم فحاجة مفيدة اكتبولنا ماسكات لتنظيف البشرة وازالة الرؤوس السوداء مثلا عشان جربت ماسك بياض البيض ونتيجته مكانتش ️
0,translated,قس من أمريكا راه يحاكم فتركيا علابال يدعم فتح الله غولن
0,paraphrased,البوليس تاع الترك قتلت متشدد من داعش كان معول يهجم على كوميساريا 
1,paraphrased,معا صلاة العيد، المسلمين الباكستانيين كايحتفلو بعيد الأضحى
0,translated,واشنطن عفات أوروبا و دول تانية من رسوم ضريبية
1,paraphrased,اسعار البترول هبطو خاطرش المخزن تاع الماريكان هبط تان
0,translated,قال مون فكوريا الجنوبية بليالاستفزازات الكورية الشمالية تعقد الوضع فشبه الجزيرة الكورية
0,translated,تقدم JetBlue  دولارًا للرحلات الجوية من فلوريدا قبل إعصار إيرما
0,manual, لاتفاقية تع كيوتو توقعت فعام 1997
0,translated,شيران أبراهام فنانة إسرائيلية بصح أصلها يمني غنات بالعربية
0,youtube,عدم التأهل الجزائري مايخليهمش يشاركو فكأس العالم
1,translated,المدون ساخر مصري طلقو سراحو
0,translated,دينيس رودمان هدر مع عن صداقة التزلج مع كيم جونغ أون
0,translated,حاملة طائرات تابعة للبحرية تاع الماريكان للإغاثة من إعصار إيرما
0,paraphrased,بسبت حالة  الليرة، المركزي التركي يدي  قرار مكاش واحد يتوقعو
0,translated,تسجيل ارتفاع فمعدل التضخم فالسودان هو الكبير من هاذي سنين
1,translated,الصين لقات شي من الدول يوقفوا معاها فالحرب التجارية 
0,manual,فنزويلا تعتقل ثمانية موظفين نفطيين كبار فشركة النفط الوطنية الفنزويلية
1,manual,الرئيس الكوري الجنوبي مون يرحب بالمحادثات معا كوريا الشمالية ولكن يقول بلي الآن ماهوش الوقت المناسب علا حسب وسائل الإعلام
1,paraphrased,الماريكان نفاتو هدرة على مواجهة إيران لسفينة تاع الماريكان
1,translated,رايس نتاع تركيا يرفض ضرب شمال العراق
0,paraphrased,تقتل خمسة مشكوك فيهم من جيش تاع القاعدة فضربات بطائرة مسيرة باليمن
1,translated,إيرما ما تتجه من الغرب للشمال الغربي أثناء مرورها فوق جزيرة باربودا الكاريبية
1,translated,فينس فون الممثل الأمريكي يتهم بالتحرش الجنسي
0,manual,قرود جائعة تتقاتل على الموز فتايلاند مع انخفاض اعداد السائحين بسبب كورونا 
0,manual, لمسرح تع لوبيرا فوينا تنخدم فعام 1861
0,youtube,لجزاير ، اجمل دولة زرتها فحياتي واحلا ناس عرفتهم فيها من اليمن تحيه لكل جزائري وجزائرية
1,paraphrased,محكمة العدل الأوروبية تستثني الصحراء الشرقية من اتفاق الصيد مع موريتانيا
