label,source,text,normalized_text,cleaned_text
0,translated,المليونير الاشتراكي الذي يمكن يكون رئيس وزراء النرويج القادم,المليونير الاشتراكي الذي يمكن يكون رئيس وزراء النرويج القادم,المليونير الاشتراكي يمكن يكون رئيس وزراء النرويج القادم
0,translated,مات رئيس مركز البحوث العلمية فسوريا بسبة انفجار سيارة مفخخة,مات رئيس مركز البحوث العلميه فسوريا بسبه انفجار سياره مفخخه,مات رئيس مركز البحوث العلميه فسوريا بسبه انفجار سياره مفخخه
1,manual,لبورصة تع شانغهاس جات فعام 2000,لبورصه تع شانغهاس جات فعام 2000,لبورصه شانغهاس جات فعام 2000
1,manual,لبنان اول انتخابات منذ ,لبنان اول انتخابات منذ ,لبنان اول انتخابات
0,manual, خدمو لحديقة تع نيروبي فعام 1946, خدمو لحديقه تع نيروبي فعام 1946,خدمو لحديقه نيروبي فعام 1946
0,translated,قال رئيس الوزراء المجري أوربان  بليه سيقاتل مور قرار الاتحاد الأوروبي على حصة المهاجرين,قال رئيس الوزراء المجري اوربان  بليه سيقاتل مور قرار الاتحاد الاوروبي علي حصه المهاجرين,رئيس الوزراء المجري اوربان بليه سيقاتل مور قرار الاتحاد الاوروبي علي حصه المهاجرين
1,translated,مصر وين رايحة ,مصر وين رايحه ,مصر رايحه
0,paraphrased,فنزويلا تعتقل ثمانية موظفين نفطيين كبار فشركة البيترول الوطنية الفنزويلية,فنزويلا تعتقل ثمانيه موظفين نفطيين كبار فشركه البيترول الوطنيه الفنزويليه,فنزويلا تعتقل ثمانيه موظفين نفطيين كبار فشركه البيترول الوطنيه الفنزويليه
0,translated,لارميالسوري المدعوم من الولايات المتحدة يتقدم بشكل منفصل علا الدولة الإسلامية فدير الزور,لارميالسوري المدعوم من الولايات المتحده يتقدم بشكل منفصل علا الدوله الاسلاميه فدير الزور,لارميالسوري المدعوم الولايات المتحده يتقدم بشكل منفصل علا الدوله الاسلاميه فدير الزور
1,paraphrased,تركيا تنت بالاك الشعبوية الألمانية ورا تحول ميركل لعضوية الاتحاد الأوروبي,تركيا تنت بالاك الشعبويه الالمانيه ورا تحول ميركل لعضويه الاتحاد الاوروبي,تركيا تنت الشعبويه الالمانيه ورا تحول ميركل لعضويه الاتحاد الاوروبي
0,paraphrased,الغرغرة بالماء والملح لا تقتل فيروس كورونا فالحنجرة ,الغرغره بالماء والملح لا تقتل فيروس كورونا فالحنجره ,الغرغره بالماء والملح تقتل فيروس كورونا فالحنجره
0,manual, كتاشفو فيتامين س فعام 1747, كتاشفو فيتامين س فعام 1747,كتاشفو فيتامين س فعام 1747
1,paraphrased,اللاف فالمغرب يدعموا سجن القادة نتاع الحراك الشعبي,اللاف فالمغرب يدعموا سجن القاده نتاع الحراك الشعبي,اللاف فالمغرب يدعموا سجن القاده نتاع الحراك الشعبي
1,translated,فراو المشكل نتاع سد النهضة ,فراو المشكل نتاع سد النهضه ,فراو المشكل نتاع سد النهضه
0,youtube,علاش تكذبو حبيتو تقتلو راجل مسكين.,علاش تكذبو حبيتو تقتلو راجل مسكين.,تكذبو حبيتو تقتلو راجل مسكين.
0,translated,الفرنسيون يرون أن ميلينشون من أقصى اليسار هو أقوى معارضة لماكرون فاستطلاع الرأي,الفرنسيون يرون ان ميلينشون من اقصي اليسار هو اقوي معارضه لماكرون فاستطلاع الراي,الفرنسيون يرون ان ميلينشون اقصي اليسار اقوي معارضه لماكرون فاستطلاع الراي
1,paraphrased,روحاني صرح بلي روسيا راهي فدونجي كي نسحبت من الاتفاق النووي,روحاني صرح بلي روسيا راهي فدونجي كي نسحبت من الاتفاق النووي,روحاني صرح بلي روسيا راهي فدونجي نسحبت الاتفاق النووي
1,translated,انتحاريون يهاجمون محطة كهرباء شمال بغداد مما أسفر عن ماتو سبعة رجال الشرطة,انتحاريون يهاجمون محطه كهرباء شمال بغداد مما اسفر عن ماتو سبعه رجال الشرطه,انتحاريون يهاجمون محطه كهرباء شمال بغداد اسفر ماتو سبعه رجال الشرطه
0,translated,البتكوين طلع  بالمية,البتكوين طلع  بالميه,البتكوين طلع بالميه
0,youtube,الله يحفظ بلادي الجزائر الغاليه وسائر بلاد المسلمين يارب العالمين.,الله يحفظ بلادي الجزائر الغاليه وسائر بلاد المسلمين يارب العالمين.,الله يحفظ بلادي الجزائر الغاليه وسائر بلاد المسلمين يارب العالمين.
0,translated,الليرة التركية طاحت لنيفو جديد,الليره التركيه طاحت لنيفو جديد,الليره التركيه طاحت لنيفو جديد
1,translated,بزاف مغربيين يدعمو بش يسجنو قادة تاع الحراك الشعبي,بزاف مغربيين يدعمو بش يسجنو قاده تاع الحراك الشعبي,بزاف مغربيين يدعمو بش يسجنو قاده الحراك الشعبي
0,translated,قال سناتور ماريكاني مهم بلي الوقت مراهش مليح باش يشارعوا كوريا الشمالية الجديد,قال سناتور ماريكاني مهم بلي الوقت مراهش مليح باش يشارعوا كوريا الشماليه الجديد,سناتور ماريكاني مهم بلي الوقت مراهش يشارعوا كوريا الشماليه الجديد
0,manual, لماريكان تدعم الصهاينة بالسلاح, لماريكان تدعم الصهاينه بالسلاح,لماريكان تدعم الصهاينه بالسلاح
1,paraphrased,إندونيسيا راحت تمنع المظاهرات ضد ميانمار فأكبر معابد بوذية فالعالم,اندونيسيا راحت تمنع المظاهرات ضد ميانمار فاكبر معابد بوذيه فالعالم,اندونيسيا راحت تمنع المظاهرات ضد ميانمار فاكبر معابد بوذيه فالعالم
1,translated,قالت كوريا الشمالية راهي أطلقت صاروخ هواسونغ  لمواجهة كوريا الجنوبية والولايات المتحدة تدريبات KCNA,قالت كوريا الشماليه راهي اطلقت صاروخ هواسونغ  لمواجهه كوريا الجنوبيه والولايات المتحده تدريبات KCNA,قالت كوريا الشماليه راهي اطلقت صاروخ هواسونغ لمواجهه كوريا الجنوبيه والولايات المتحده تدريبات KCNA
